product_id,product_name,category,unit_cost,shelf_life_days
P001106,Barry's Tea Tomato Ketchup 460g,Food,0.75,7
P001107,Persil Disinfectant Spray 750ml,Household,2.68,365
P001108,Persil Dishwashing Liquid 450ml,Household,0.76,365
P001109,Bisto Tomato Ketchup 460g,Food,1.05,180
P001110,Ariel Disinfectant Spray 750ml,Household,1.83,1095
P001111,Kellogg's Frozen Peas 900g,Food,1.12,365
P001112,Birds Eye Tea Bags 80ct,Food,1.1,30
P001113,Coca-Cola Iced Coffee 250ml,Beverage,0.53,180
P001114,Kerrygold Lemon-Lime Soda 330ml,Beverage,0.41,365
P001115,Coca-Cola Energy Drink 500ml,Beverage,1.3,180
P001116,Knorr Frozen Chips 1.5kg,Food,3.71,14
P001117,Dove Toothbrush 2ct,Personal Care,0.62,1095
P001118,Knorr Jam 340g,Food,1.25,365
P001119,Lyons Tea Butter 250g,Food,1.39,7
P001120,Pampers Toothpaste 75ml,Personal Care,0.91,365
P001121,Pampers Hand Sanitiser 250ml,Personal Care,1.06,730
P001122,Dettol Nappies Size 5,Personal Care,8.09,730
P001123,Persil Laundry Detergent 1.3L,Household,4.25,730
P001124,Ariel Disinfectant Spray 750ml,Household,2.31,730
P001125,Barry's Tea Iced Coffee 250ml,Beverage,0.52,90
P001126,Lyons Tea Butter 250g,Food,1.6,365
P001127,Knorr Biscuits 300g,Food,0.74,7
P001128,McCain Instant Coffee 200g,Food,2.1,30
P001129,Lyons Tea Chocolate Bar 100g,Food,0.52,365
P001130,Ariel Dishwashing Liquid 900ml,Household,1.61,365
P001131,Barry's Tea Milk 1L,Beverage,1.11,365
P001132,Nestlé Greek Yogurt 500g,Food,1.7,90
P001133,Dairy Gold Butter 500g,Food,2.38,30
P001134,Dettol Bleach 1L,Household,0.64,365
P001135,Knorr Chocolate Bar 40g,Food,0.56,30
P001136,Dove Nappies Size 4,Personal Care,7.01,730
P001137,Pepsi Instant Coffee 100g,Beverage,2.71,365
P001138,Evian Lemon-Lime Soda 2L,Beverage,0.98,180
P001139,Lyons Tea Energy Drink 500ml,Beverage,0.92,180
P001140,Persil Bleach 1L,Household,0.94,1095
P001141,Chivers Chocolate Bar 100g,Food,0.63,180
P001142,Ariel Disinfectant Spray 750ml,Household,1.67,1095
P001143,Pepsi Instant Coffee 100g,Beverage,1.67,365
P001144,Weetabix Butter 250g,Food,1.21,30
P001145,Gillette Toothbrush 2ct,Personal Care,0.83,1095
P001146,Fairy Toilet Paper 18pk,Household,4.89,730
P001147,Tesco Surface Wipes 70ct,Household,2.01,365
P001148,Gillette Razor Blades 4ct,Personal Care,4.11,1095
P001149,Tesco Toothpaste 75ml,Personal Care,0.87,365
P001150,Dettol Surface Wipes 70ct,Household,1.45,1095
P001151,Tesco Kitchen Towels 2pk,Household,1.13,365
P001152,Persil Disinfectant Spray 750ml,Household,2.29,365
P001153,Persil Bleach 1L,Household,0.86,365
P001154,Kerrygold Tea Bags 160ct,Beverage,1.93,180
P001155,Fairy Laundry Detergent 2.6L,Household,5.24,730
P001156,McCain Instant Coffee 100g,Food,2.6,14
P001157,Colgate Shampoo 400ml,Personal Care,1.72,730
P001158,Pampers Shampoo 400ml,Personal Care,1.77,365
P001159,Lyons Tea Breakfast Cereal 500g,Food,2.02,30
P001160,Dettol Toilet Paper 18pk,Household,4.35,365
P001161,Lyons Tea Butter 250g,Food,1.27,30
P001162,Weetabix Frozen Peas 900g,Food,1.46,14
P001163,Ariel Bleach 1L,,0.9,1095
P001164,Knorr Greek Yogurt 500g,Food,1.78,7
P001165,Persil Laundry Detergent 1.3L,Household,5.48,730
P001166,Persil Surface Wipes 70ct,Household,1.45,1095
P001167,Evian Still Water 1.5L,Beverage,0.6,30
P001168,Birds Eye Greek Yogurt 500g,Food,1.55,180
P001169,Barry's Tea Crisps 150g,Food,0.69,90
P001170,Lyons Tea Milk 1L,Beverage,0.7,180
P001171,Gillette Razor Blades 4ct,Personal Care,3.63,365
P001172,Pepsi Still Water 500ml,Beverage,0.43,365
P001173,Cadbury Butter 250g,Food,1.49,7
P001174,Pepsi Milk 1L,Beverage,1.0,180
P001175,Kerrygold Tea Bags 160ct,Beverage,3.34,90
P001176,Fairy Disinfectant Spray 750ml,Household,2.28,730
P001177,Birds Eye Jam 340g,Food,1.35,90
P001178,Persil Kitchen Towels 4pk,Household,1.48,365
P001179,Barry's Tea Iced Coffee 250ml,Beverage,0.67,365
P001180,Dettol Toothbrush 2ct,Personal Care,0.86,1095
P001181,Kerrygold Gravy Granules 190g,Food,0.83,7
P001182,Pepsi Milk 1L,Beverage,1.05,180
P001183,Dettol Shampoo 400ml,Personal Care,1.5,365
P001184,Knorr Chocolate Bar 100g,Food,0.52,180
P001185,Huggies Toothpaste 75ml,Personal Care,0.82,730
P001186,Fairy Disinfectant Spray 750ml,Household,3.33,365
P001187,Barry's Tea Chocolate Bar 100g,Food,0.39,90
P001188,Nestlé Jam 340g,Food,0.88,30
P001189,Fairy Disinfectant Spray 750ml,Household,2.81,365
P001190,Nestlé Tea Bags 80ct,Food,1.52,180
P001191,Barry's Tea Lemon-Lime Soda 2L,Beverage,0.85,30
P001192,Knorr Chocolate Bar 100g,Food,0.51,30
P001193,Pepsi Tea Bags 80ct,Beverage,1.43,180
P001194,Heinz Frozen Peas 900g,Food,1.29,7
P001195,Tesco Body Wash 500ml,Personal Care,1.48,1095
P001196,Pampers Baby Wipes 64ct,Personal Care,1.72,1095
P001197,Gillette Razor Blades 8ct,Personal Care,6.22,365
P001198,Persil Disinfectant Spray 750ml,Household,1.74,365
P001199,Birds Eye Frozen Peas 900g,Food,1.39,30
P001200,Tesco Dishwashing Liquid 450ml,Household,1.3,365
P001201,Oreo Cheddar Cheese 200g,Food,1.46,30
P001202,Knorr Butter 500g,Food,1.93,180
P001203,Knorr Gravy Granules 190g,Food,0.47,180
P001204,Evian Energy Drink 500ml,Beverage,0.82,180
P001205,Persil Laundry Capsules 50ct,Household,6.19,365
P001206,Dettol Kitchen Towels 2pk,Household,1.35,365
P001207,Knorr Crisps 150g,Food,0.74,7
P001208,Oreo Tomato Ketchup 460g,Food,0.92,90
P001209,Dove Deodorant 150ml,Personal Care,1.43,365
P001210,Barry's Tea Frozen Peas 900g,Food,1.66,7
P001211,Evian Instant Coffee 200g,Beverage,1.25,180
P001212,Oreo Frozen Chips 1.5kg,Food,2.29,180
P001213,Tesco Bleach 1L,,0.96,730
P001214,Fairy Laundry Capsules 50ct,Household,7.71,365
P001215,Kerrygold Gravy Granules 190g,Food,0.72,7
P001216,Kellogg's Frozen Chips 1.5kg,Food,2.44,14
P001217,Tesco Dishwashing Liquid 450ml,Household,1.73,365
P001218,Fairy Surface Wipes 70ct,Household,1.33,1095
P001219,Nestlé Gravy Granules 190g,Food,0.65,180
P001220,Pampers Toothbrush 2ct,Personal Care,0.83,730
P001221,Heinz Frozen Peas 900g,Food,1.29,90
P001222,Bisto Frozen Peas 900g,Food,0.93,7
P001223,Colgate Nappies Size 4,Personal Care,6.04,365
P001224,Dairy Gold Tomato Ketchup 460g,Food,1.37,90
P001225,Lyons Tea Sparkling Water 1.5L,Beverage,0.47,180
P001226,Knorr Chocolate Bar 100g,Food,0.48,90
P001227,Kerrygold Chocolate Bar 100g,Food,0.63,180
P001228,Gillette Conditioner 400ml,Personal Care,1.74,730
P001229,Nescafé Butter 500g,Food,2.01,90
P001230,Dove Toothbrush 4ct,Personal Care,1.08,365
P001231,Knorr Tomato Ketchup 460g,Food,1.09,7
P001232,Nescafé Butter 250g,Food,1.86,30
P001233,McCain Crisps 150g,Food,0.69,14
P001234,Fairy Toilet Paper 9pk,Household,2.84,1095
P001235,Barry's Tea Biscuits 154g,Food,0.51,90
P001236,Colgate Shampoo 400ml,Personal Care,1.4,365
P001237,Kerrygold Cola 500ml,Beverage,0.55,30
P001238,Colgate Baby Wipes 64ct,Personal Care,0.97,365
P001239,Heinz Jam 340g,Food,1.09,180
P001240,Huggies Toothbrush 4ct,Personal Care,0.79,365
P001241,Persil Surface Wipes 70ct,Household,1.23,730
P001242,Ariel Kitchen Towels 4pk,Household,1.94,365
P001243,Tesco Kitchen Towels 4pk,Household,1.36,365
P001244,Fairy Surface Wipes 70ct,Household,1.84,365
P001245,Coca-Cola Still Water 1.5L,Beverage,0.59,180
P001246,Nescafé Tea Bags 160ct,Food,2.7,14
P001247,Birds Eye Tomato Ketchup 460g,Food,0.85,90
P001248,Dove Shampoo 400ml,Personal Care,1.51,365
P001249,Lyons Tea Instant Coffee 200g,Beverage,1.81,30
P001250,Ariel Surface Wipes 70ct,Household,1.8,730
P001251,Pepsi Sparkling Water 1.5L,Beverage,0.58,180
P001252,Heinz Frozen Peas 900g,Food,1.47,30
P001253,Weetabix Jam 340g,Food,0.98,90
P001254,Tesco Laundry Detergent 2.6L,Household,7.72,365
P001255,Nestlé Crisps 150g,Food,0.75,7
P001256,Knorr Instant Coffee 200g,Food,1.98,180
P001257,Pepsi Orange Juice 1L,Beverage,1.26,30
P001258,Birds Eye Cheddar Cheese 400g,Food,1.84,90
P001259,Pepsi Tea Bags 80ct,Beverage,1.26,365
P001260,Heinz Cheddar Cheese 200g,Food,1.65,180
P001261,Tesco Dishwashing Liquid 900ml,Household,1.65,365
P001262,Kellogg's Breakfast Cereal 500g,Food,1.87,14
P001263,Coca-Cola Tea Bags 80ct,Beverage,1.45,365
P001264,Heinz Pasta Sauce 500g,Food,1.58,90
P001265,Kellogg's Breakfast Cereal 375g,Food,1.35,14
P001266,Lyons Tea Butter 250g,Food,1.19,90
P001267,Lyons Tea Still Water 1.5L,Beverage,0.73,365
P001268,Evian Milk 1L,Beverage,0.77,180
P001269,McCain Greek Yogurt 500g,Food,1.17,14
P001270,Fairy Kitchen Towels 4pk,Household,1.75,730
P001271,Tesco Toothpaste 75ml,Personal Care,0.76,365
P001272,Tesco Toilet Paper 9pk,Household,2.63,730
P001273,Heinz Gravy Granules 190g,Food,0.51,365
P001274,Ballygowan Orange Juice 1L,Beverage,1.08,30
P001275,Oreo Tomato Ketchup 460g,Food,0.85,365
P001276,Kerrygold Crisps 150g,Food,0.91,30
P001277,Dove Hand Sanitiser 250ml,Personal Care,0.86,365
P001278,Bisto Jam 340g,Food,0.98,30
P001279,Nescafé Lemon-Lime Soda 330ml,Beverage,0.57,30
P001280,Pepsi Energy Drink 500ml,Beverage,0.86,14
P001281,Dettol Bleach 1L,Household,0.79,730
P001282,Barry's Tea Still Water 500ml,Beverage,0.42,180
P001283,Dairy Gold Butter 500g,Food,1.66,90
P001284,Nestlé Gravy Granules 190g,Food,0.76,7
P001285,Nescafé Still Water 500ml,Beverage,0.4,30
P001286,Chivers Crisps 150g,Food,0.65,30
P001287,Knorr Greek Yogurt 500g,Food,1.33,14
P001288,Kellogg's Cheddar Cheese 200g,Food,1.29,180
P001289,Weetabix Greek Yogurt 500g,Food,1.29,30
P001290,Weetabix Greek Yogurt 500g,Food,1.1,365
P001291,Oreo Gravy Granules 190g,Food,0.63,7
P001292,Lyons Tea Milk 1L,Beverage,1.1,90
P001293,Fairy Disinfectant Spray 750ml,Household,2.24,365
P001294,Persil Disinfectant Spray 750ml,Household,2.15,1095
P001295,Lyons Tea Biscuits 154g,Food,0.64,14
P001296,Heinz Gravy Granules 190g,Food,0.85,180
P001297,Kerrygold Butter 500g,Food,2.5,365
P001298,Ballygowan Cola 330ml,Beverage,0.53,90
P001299,Dettol Surface Wipes 70ct,Household,1.77,1095
P001300,Nestlé Gravy Granules 190g,Food,0.57,7
P001301,Colgate Baby Wipes 64ct,Personal Care,1.29,365
P001302,Lyons Tea Jam 340g,Food,1.21,30
P001303,Barry's Tea Lemon-Lime Soda 2L,Beverage,1.18,90
P001304,Persil Toilet Paper 18pk,Household,4.04,365
P001305,Huggies Toothpaste 75ml,Personal Care,1.05,365
P001306,Persil Surface Wipes 70ct,Household,1.47,1095
P001307,Persil Dishwashing Liquid 900ml,Household,1.75,730
P001308,Nescafé Chocolate Bar 40g,Food,0.37,30
P001309,Ariel Disinfectant Spray 750ml,Household,2.61,365
P001310,McCain Instant Coffee 100g,Food,1.98,30
P001311,Tesco Toothbrush 2ct,Personal Care,0.82,365
P001312,Pepsi Energy Drink 500ml,Beverage,0.69,14
P001313,Fairy Toilet Paper 18pk,Household,5.71,730
P001314,Nescafé Energy Drink 500ml,Beverage,0.62,180
P001315,Nescafé Iced Coffee 250ml,Beverage,0.73,180
P001316,Nescafé Instant Coffee 200g,Beverage,1.65,180
P001317,Ariel Dishwashing Liquid 900ml,Household,1.34,365
P001318,Chivers Frozen Chips 1.5kg,Food,2.86,90
P001319,Lyons Tea Tea Bags 80ct,Food,1.81,30
P001320,Nescafé Biscuits 300g,Food,0.86,180
P001321,Lyons Tea Butter 500g,Food,1.55,90
P001322,Dettol Baby Wipes 64ct,Personal Care,1.4,365
P001323,Oreo Cheddar Cheese 400g,Food,2.06,7
P001324,Tesco Razor Blades 8ct,Personal Care,6.44,1095
P001325,Kerrygold Butter 250g,Food,1.42,365
P001326,Kellogg's Instant Coffee 100g,Food,2.42,14
P001327,Dettol Bleach 1L,Household,0.7,365
P001328,Ariel Bleach 1L,Household,0.8,365
P001329,Pepsi Lemon-Lime Soda 2L,Beverage,0.93,30
P001330,Coca-Cola Still Water 500ml,Beverage,0.46,365
P001331,Tesco Laundry Detergent 2.6L,Household,7.05,730
P001332,Dairy Gold Cheddar Cheese 200g,Food,1.4,7
P001333,Colgate Toothbrush 4ct,Personal Care,0.88,1095
P001334,Dove Nappies Size 3,Personal Care,8.55,730
P001335,Tesco Toilet Paper 9pk,Household,2.96,365
P001336,Kellogg's Greek Yogurt 500g,Food,1.61,180
P001337,Persil Laundry Capsules 30ct,Household,3.93,730
P001338,Cadbury Tea Bags 160ct,Food,1.79,180
P001339,Barry's Tea Butter 250g,Food,1.29,14
P001340,Kerrygold Tomato Ketchup 460g,Food,0.83,14
P001341,Ballygowan Cola 500ml,Beverage,0.48,180
P001342,Dove Body Wash 500ml,Personal Care,2.54,1095
P001343,Tesco Toilet Paper 9pk,Household,2.1,365
P001344,Ariel Laundry Detergent 2.6L,Household,6.62,1095
P001345,Weetabix Frozen Peas 900g,Food,1.54,365
P001346,Nescafé Tomato Ketchup 460g,Food,1.02,14
P001347,Barry's Tea Tea Bags 160ct,Food,2.17,90
P001348,Dettol Nappies Size 5,Personal Care,7.19,1095
P001349,Oreo Cheddar Cheese 200g,Food,1.25,90
P001350,Gillette Deodorant 150ml,Personal Care,1.27,1095
P001351,Lyons Tea Instant Coffee 200g,Beverage,2.68,30
P001352,Bisto Gravy Granules 190g,Food,0.56,30
P001353,Persil Laundry Capsules 50ct,Household,7.91,365
P001354,Barry's Tea Sparkling Water 1.5L,Beverage,0.54,90
P001355,Huggies Conditioner 400ml,Personal Care,1.49,1095
P001356,Colgate Baby Wipes 64ct,Personal Care,1.27,365
P001357,Knorr Tomato Ketchup 460g,Food,0.92,180
P001358,Kerrygold Crisps 150g,Food,0.5,180
P001359,Barry's Tea Milk 1L,Beverage,1.22,14
P001360,Colgate Conditioner 400ml,Personal Care,1.59,730
P001361,Knorr Frozen Chips 1.5kg,Food,2.22,14
P001362,Pepsi Iced Coffee 250ml,Beverage,0.73,30
P001363,Ballygowan Orange Juice 1L,Beverage,1.43,365
P001364,Ariel Disinfectant Spray 750ml,Household,3.21,365
P001365,Kellogg's Breakfast Cereal 500g,Food,1.99,90
P001366,Persil Kitchen Towels 2pk,Household,1.29,365
P001367,Gillette Deodorant 150ml,Personal Care,1.85,1095
P001368,Kerrygold Tomato Ketchup 460g,Food,0.87,7
P001369,Kellogg's Cheddar Cheese 400g,Food,2.0,14
P001370,Tesco Hand Sanitiser 250ml,Personal Care,0.81,365
P001371,Nescafé Cheddar Cheese 200g,Food,1.05,14
P001372,Dettol Body Wash 500ml,Personal Care,2.3,365
P001373,Lyons Tea Energy Drink 500ml,Beverage,1.07,30
P001374,Kerrygold Biscuits 300g,Food,0.94,14
P001375,Pampers Nappies Size 3,Personal Care,5.43,730
P001376,Barry's Tea Tea Bags 80ct,Food,1.87,14
P001377,Lyons Tea Lemon-Lime Soda 330ml,Beverage,0.48,180
P001378,Barry's Tea Crisps 150g,Food,0.74,180
P001379,Kerrygold Cola 330ml,Beverage,0.36,14
P001380,Kerrygold Greek Yogurt 500g,Food,1.54,30
P001381,McCain Frozen Chips 1.5kg,Food,2.59,30
P001382,Tesco Toothbrush 2ct,Personal Care,0.54,365
P001383,Barry's Tea Crisps 150g,Food,0.64,30
P001384,Ariel Bleach 1L,Household,0.94,730
P001385,Kellogg's Tea Bags 80ct,Food,1.54,180
P001386,Dettol Laundry Detergent 1.3L,Household,3.89,1095
P001387,Nescafé Cheddar Cheese 400g,Food,1.92,14
P001388,Dove Conditioner 400ml,Personal Care,1.33,365
P001389,Pepsi Instant Coffee 100g,Beverage,2.53,90
P001390,Heinz Butter 500g,Food,1.59,14
P001391,Knorr Tomato Ketchup 460g,Food,1.08,90
P001392,Birds Eye Cheddar Cheese 400g,Food,2.51,90
P001393,Nescafé Milk 2L,Beverage,1.52,90
P001394,Knorr Frozen Peas 900g,Food,1.01,14
P001395,Dettol Bleach 1L,Household,0.71,365
P001396,Nescafé Cheddar Cheese 400g,Food,1.65,14
P001397,Knorr Gravy Granules 190g,Food,0.64,14
P001398,Ballygowan Sparkling Water 500ml,Beverage,0.48,90
P001399,Ariel Bleach 1L,Household,0.83,730
P001400,Birds Eye Greek Yogurt 500g,Food,1.62,90
P001401,Bisto Jam 340g,Food,0.76,180
P001402,McCain Biscuits 154g,Food,0.51,180
P001403,Tesco Disinfectant Spray 750ml,Household,1.6,730
P001404,Tesco Surface Wipes 70ct,Household,2.05,365
P001405,Ballygowan Iced Coffee 250ml,Beverage,0.73,365
P001406,Persil Disinfectant Spray 750ml,Household,1.92,1095
P001407,Persil Kitchen Towels 4pk,Household,1.38,730
P001408,Lyons Tea Lemon-Lime Soda 2L,Beverage,0.91,30
P001409,Pampers Body Wash 500ml,Personal Care,1.95,365
P001410,Bisto Tea Bags 160ct,Food,1.68,30
P001411,Dairy Gold Biscuits 300g,Food,0.98,14
P001412,Birds Eye Frozen Peas 900g,Food,1.2,30
P001413,Cadbury Frozen Chips 1.5kg,Food,2.52,14
P001414,Ballygowan Tea Bags 160ct,Beverage,3.4,14
P001415,Gillette Baby Wipes 64ct,Personal Care,1.16,730
P001416,Lyons Tea Tomato Ketchup 460g,Food,1.42,90
P001417,Birds Eye Butter 250g,Food,1.29,30
P001418,Pepsi Iced Coffee 250ml,Beverage,0.56,90
P001419,Dove Baby Wipes 64ct,Personal Care,1.12,730
P001420,Birds Eye Frozen Peas 900g,Food,1.87,14
P001421,Lyons Tea Still Water 1.5L,Beverage,0.4,180
P001422,Cadbury Crisps 150g,Food,0.52,180
P001423,McCain Cheddar Cheese 200g,Food,1.64,30
P001424,Huggies Shampoo 400ml,Personal Care,1.23,730
P001425,Huggies Toothbrush 4ct,Personal Care,0.66,1095
P001426,Bisto Pasta Sauce 500g,Food,1.25,7
P001427,Colgate Hand Sanitiser 250ml,Personal Care,1.0,730
P001428,Barry's Tea Tea Bags 80ct,Beverage,1.67,365
P001429,Dove Shampoo 400ml,Personal Care,1.47,365
P001430,Pepsi Instant Coffee 200g,Beverage,1.32,365
P001431,Evian Instant Coffee 100g,Beverage,2.16,180
P001432,Pepsi Orange Juice 1L,Beverage,1.11,180
P001433,Dettol Kitchen Towels 4pk,Household,1.15,365
P001434,Birds Eye Butter 500g,Food,2.7,30
P001435,Weetabix Gravy Granules 190g,Food,0.59,90
P001436,Knorr Pasta Sauce 500g,Food,2.05,90
P001437,Ariel Bleach 1L,Household,0.62,1095
P001438,Heinz Butter 500g,Food,2.0,7
P001439,Ariel Kitchen Towels 4pk,Household,1.46,365
P001440,Dove Toothpaste 75ml,Personal Care,1.24,730
P001441,Oreo Gravy Granules 190g,Food,0.69,14
P001442,Tesco Laundry Detergent 1.3L,Household,4.82,730
P001443,Bisto Instant Coffee 200g,Food,2.13,14
P001444,Dettol Baby Wipes 64ct,Personal Care,1.01,1095
P001445,Lyons Tea Biscuits 154g,Food,0.63,30
P001446,Ariel Kitchen Towels 2pk,Household,0.77,730
P001447,Tesco Laundry Capsules 50ct,Household,6.71,730
P001448,Gillette Baby Wipes 64ct,Personal Care,1.13,1095
P001449,Tesco Laundry Detergent 2.6L,Household,7.54,365
P001450,Pepsi Cola 2L,Beverage,1.13,30
P001451,Barry's Tea Orange Juice 1L,Beverage,1.44,365
P001452,Tesco Deodorant 150ml,Personal Care,1.9,730
P001453,Coca-Cola Orange Juice 1L,Beverage,1.21,90
P001454,Dairy Gold Chocolate Bar 40g,Food,0.52,30
P001455,Tesco Baby Wipes 64ct,Personal Care,0.93,365
P001456,Ariel Kitchen Towels 2pk,Household,1.13,365
P001457,Fairy Disinfectant Spray 750ml,Household,2.1,730
P001458,Dairy Gold Greek Yogurt 500g,Food,1.3,180
P001459,Dettol Disinfectant Spray 750ml,,2.44,730
P001460,Kellogg's Greek Yogurt 500g,Food,1.41,180
P001461,Tesco Laundry Detergent 1.3L,Household,3.19,730
P001462,Barry's Tea Frozen Chips 1.5kg,Food,2.56,180
P001463,Tesco Bleach 1L,Household,0.74,730
P001464,Colgate Deodorant 150ml,Personal Care,1.25,365
P001465,Cadbury Jam 340g,Food,1.17,365
P001466,Colgate Toothbrush 2ct,Personal Care,0.78,1095
P001467,Bisto Chocolate Bar 40g,Food,0.8,14
P001468,Dove Shampoo 400ml,Personal Care,1.65,730
P001469,Fairy Laundry Detergent 2.6L,Household,7.13,365
P001470,Evian Sparkling Water 1.5L,Beverage,0.67,30
P001471,Persil Kitchen Towels 2pk,Household,1.11,365
P001472,Dove Shampoo 400ml,Personal Care,1.21,365
P001473,Birds Eye Frozen Chips 1.5kg,Food,2.01,14
P001474,Dairy Gold Cheddar Cheese 200g,Food,1.38,90
P001475,Tesco Surface Wipes 70ct,Household,1.63,730
P001476,Fairy Disinfectant Spray 750ml,Household,2.22,730
P001477,Persil Dishwashing Liquid 450ml,Household,0.87,1095
P001478,Fairy Bleach 1L,Household,0.85,730
P001479,Chivers Frozen Peas 900g,Food,1.19,30
P001480,Ariel Kitchen Towels 4pk,Household,1.93,365
P001481,Barry's Tea Butter 500g,Food,3.07,14
P001482,Lyons Tea Still Water 1.5L,Beverage,0.6,14
P001483,McCain Greek Yogurt 500g,Food,1.52,90
P001484,Barry's Tea Instant Coffee 100g,Food,1.88,365
P001485,Nescafé Chocolate Bar 100g,Food,0.52,180
P001486,Kellogg's Cheddar Cheese 400g,Food,1.81,7
P001487,Persil Dishwashing Liquid 450ml,Household,1.2,365
P001488,McCain Pasta Sauce 500g,Food,1.6,30
P001489,Birds Eye Greek Yogurt 500g,Food,2.0,90
P001490,Kerrygold Frozen Peas 900g,Food,1.61,180
P001491,Oreo Greek Yogurt 500g,Food,1.3,14
P001492,Heinz Frozen Chips 1.5kg,Food,2.44,180
P001493,Cadbury Biscuits 300g,Food,1.08,30
P001494,Evian Milk 2L,Beverage,1.17,30
P001495,Persil Surface Wipes 70ct,Household,1.45,730
P001496,Pepsi Energy Drink 500ml,Beverage,1.01,180
P001497,Lyons Tea Iced Coffee 250ml,Beverage,0.82,30
P001498,Heinz Tomato Ketchup 460g,Food,1.08,90
P001499,Pampers Nappies Size 5,Personal Care,5.61,730
P001500,Kerrygold Lemon-Lime Soda 2L,Beverage,0.62,30
P001501,Nescafé Orange Juice 1L,Beverage,1.34,90
P001502,Heinz Cheddar Cheese 200g,Food,1.31,14
P001503,Birds Eye Butter 250g,Food,1.97,90
P001504,Lyons Tea Chocolate Bar 100g,Food,0.4,14
P001505,McCain Gravy Granules 190g,Food,0.51,180
P001506,Coca-Cola Lemon-Lime Soda 330ml,Beverage,0.85,30
P001507,Coca-Cola Cola 330ml,Beverage,0.65,30
P001508,Barry's Tea Tea Bags 80ct,Beverage,1.3,180
P001509,Ariel Laundry Capsules 50ct,Household,7.17,365
P001510,Ariel Surface Wipes 70ct,Household,1.55,365
P001511,Persil Bleach 1L,Household,0.72,365
P001512,Huggies Deodorant 150ml,Personal Care,1.49,365
P001513,Kellogg's Gravy Granules 190g,Food,0.88,14
P001514,Birds Eye Cheddar Cheese 200g,Food,1.85,30
P001515,Oreo Gravy Granules 190g,Food,0.68,180
P001516,Ballygowan Cola 330ml,Beverage,0.72,180
P001517,Colgate Razor Blades 8ct,Personal Care,4.45,1095
P001518,Lyons Tea Jam 340g,Food,0.88,180
P001519,Huggies Baby Wipes 64ct,Personal Care,1.24,365
P001520,Nescafé Frozen Peas 900g,Food,1.47,180
P001521,Colgate Hand Sanitiser 250ml,Personal Care,0.89,730
P001522,Dairy Gold Crisps 150g,Food,0.57,14
P001523,Lyons Tea Frozen Chips 1.5kg,Food,2.85,14
P001524,Ballygowan Sparkling Water 500ml,Beverage,0.43,365
P001525,Weetabix Gravy Granules 190g,Food,0.76,14
P001526,Cadbury Tea Bags 160ct,Food,2.49,90
P001527,Barry's Tea Pasta Sauce 500g,,1.75,14
P001528,Dettol Toilet Paper 18pk,Household,4.9,730
P001529,Nescafé Milk 1L,Beverage,0.67,30
P001530,Weetabix Cheddar Cheese 400g,Food,2.65,180
P001531,Kerrygold Tea Bags 160ct,Beverage,2.37,365
P001532,Persil Disinfectant Spray 750ml,Household,2.32,365
P001533,Chivers Pasta Sauce 500g,Food,1.66,30
P001534,Kerrygold Chocolate Bar 100g,Food,0.57,180
P001535,Cadbury Crisps 150g,Food,0.7,30
P001536,Dairy Gold Chocolate Bar 40g,Food,0.44,14
P001537,Ariel Dishwashing Liquid 450ml,Household,0.86,730
P001538,McCain Butter 250g,Food,1.15,14
P001539,Evian Tea Bags 160ct,Beverage,2.76,30
P001540,Dettol Kitchen Towels 4pk,Household,1.83,1095
P001541,Cadbury Greek Yogurt 500g,Food,1.29,180
P001542,Lyons Tea Lemon-Lime Soda 330ml,Beverage,0.66,30
P001543,Kellogg's Crisps 150g,Food,0.62,14
P001544,Gillette Toothbrush 4ct,Personal Care,0.87,730
P001545,Ballygowan Tea Bags 160ct,Beverage,2.27,90
P001546,Persil Toilet Paper 18pk,Household,6.28,365
P001547,Nescafé Still Water 500ml,Beverage,0.44,180
P001548,Dairy Gold Instant Coffee 100g,Food,1.7,30
P001549,Nescafé Sparkling Water 1.5L,Beverage,0.75,365
P001550,Pampers Hand Sanitiser 250ml,Personal Care,1.48,730
P001551,Coca-Cola Instant Coffee 100g,Beverage,2.54,365
P001552,Ariel Surface Wipes 70ct,Household,2.09,365
P001553,Gillette Hand Sanitiser 250ml,Personal Care,0.86,365
P001554,Barry's Tea Greek Yogurt 500g,Food,1.72,7
P001555,Dairy Gold Greek Yogurt 500g,Food,1.65,14
P001556,Barry's Tea Cola 2L,Beverage,0.9,180
P001557,Nestlé Butter 500g,Food,1.66,7
P001558,Fairy Laundry Detergent 2.6L,Household,8.43,730
P001559,Huggies Deodorant 150ml,Personal Care,1.51,1095
P001560,McCain Pasta Sauce 500g,Food,1.35,7
P001561,McCain Instant Coffee 200g,Food,1.36,30
P001562,Tesco Dishwashing Liquid 900ml,Household,1.53,365
P001563,Kerrygold Tea Bags 160ct,Food,2.82,14
P001564,Fairy Toilet Paper 9pk,Household,3.65,365
P001565,Oreo Breakfast Cereal 500g,Food,1.66,14
P001566,Ariel Disinfectant Spray 750ml,Household,1.75,730
P001567,Nestlé Chocolate Bar 100g,Food,0.47,180
P001568,Ballygowan Energy Drink 500ml,Beverage,0.7,90
P001569,Coca-Cola Orange Juice 1L,Beverage,1.2,180
P001570,Kerrygold Instant Coffee 200g,Beverage,2.84,180
P001571,Cadbury Greek Yogurt 500g,Food,2.46,180
P001572,Fairy Disinfectant Spray 750ml,Household,2.37,730
